goal	rule	score
treats(D1, D)	treats(levothyroxine, hypothyroidism)	1
exhibits(patient_carol, dizziness)	exhibits(patient_carol, dizziness)	1
has_symptom(D, fever)	has_symptom(pneumonia, fever)	1
exhibits(P, cough)	exhibits(patient_bob, cough)	1
exhibits(D1, D)	exhibits(patient_iris, weight_gain)	1
has_symptom(D1, D)	has_symptom(anxiety, sweating)	1
exhibits(D2, D)	exhibits(patient_iris, weight_gain)	1
risk_increases(D, heart_disease)	risk_increases(poor_diet, heart_disease)	1
exhibits(P, D)	exhibits(patient_carol, dizziness)	1
exhibits(SE, D)	exhibits(patient_kate, fatigue)	1
possible_drug_need(RF, prednisone)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(asthma, D)	has_symptom(asthma, chest_pain)	1
requires_specialist(D1, D)	requires_specialist(pneumonia, pulmonology)	1
possible_drug_need(RF, metformin)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(pneumonia, shortness_of_breath)	has_symptom(pneumonia, shortness_of_breath)	1
diagnosed_with(patient_bob, asthma)	diagnosed_with(patient_bob, asthma)	1
may_have_disease(Organ, heart_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(liver_disease, D)	has_symptom(liver_disease, fatigue)	1
has_symptom(S, D)	has_symptom(influenza, muscle_weakness)	1
has_symptom(RF, fatigue)	has_symptom(copd, fatigue)	1
causes(diabetes, D1)	causes(diabetes, heart_disease)	1
risk_increases(D, stroke)	risk_increases(hypertension_history, stroke)	1
needs_specialist(D, pulmonology)	needs_specialist(P, Spec) :- may_have_disease(P, D), requires_specialist(D, Spec)	1
has_symptom(D2, D)	has_symptom(influenza, muscle_weakness)	1
needs_drug(RF, D2)	needs_drug(P, Drug) :- diagnosed_with(P, D), treats(Drug, D)	1
risk_increases(D1, D)	risk_increases(family_history, cancer)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_mia, alcohol_abuse)	1
exhibits(patient_kate, fatigue)	exhibits(patient_kate, fatigue)	1
has_risk_factor(D, D1)	has_risk_factor(patient_dave, stress)	1
treats(D2, asthma)	treats(fluticasone, asthma)	1
has_symptom(S, D)	has_symptom(copd, cough)	1
exhibits(Doc, fever)	exhibits(patient_frank, fever)	1
has_specialty(D1, D)	has_specialty(dr_martinez, gastroenterology)	1
affects(D, D1)	affects(covid19, lungs)	1
has_symptom(RF, muscle_weakness)	has_symptom(stroke, muscle_weakness)	1
requires_specialist(D, infectious_disease)	requires_specialist(covid19, infectious_disease)	1
side_effect(D, Doc)	side_effect(albuterol, sweating)	1
has_symptom(Spec, dizziness)	has_symptom(anemia, dizziness)	1
patient(SE)	patient(patient_dave)	1
has_risk_factor(D, D1)	has_risk_factor(patient_bob, smoking)	1
possible_drug_need(Organ, lisinopril)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
exhibits(D1, D)	exhibits(patient_frank, muscle_weakness)	1
has_symptom(D, D1)	has_symptom(pneumonia, fever)	1
has_symptom(depression, loss_of_appetite)	has_symptom(depression, loss_of_appetite)	1
requires_specialist(D, D1)	requires_specialist(stroke, neurology)	1
exhibits(RF, pale_skin)	exhibits(patient_kate, pale_skin)	1
requires_specialist(Drug, oncology)	requires_specialist(cancer, oncology)	1
has_symptom(D2, frequent_urination)	has_symptom(diabetes, frequent_urination)	1
requires_specialist(D2, nephrology)	requires_specialist(kidney_disease, nephrology)	1
has_symptom(heart_disease, D)	has_symptom(heart_disease, chest_pain)	1
has_risk_factor(P, D)	has_risk_factor(patient_alice, poor_diet)	1
patient(P)	patient(patient_frank)	1
has_symptom(SE, D)	has_symptom(anemia, fatigue)	1
exhibits(D, D1)	exhibits(patient_alice, excessive_thirst)	1
exhibits(patient_dave, D)	exhibits(patient_dave, sadness)	1
has_symptom(Spec, joint_pain)	has_symptom(osteoporosis, joint_pain)	1
requires_specialist(D, RF)	requires_specialist(migraine, neurology)	1
exhibits(P, D)	exhibits(patient_dave, loss_of_appetite)	1
treats(Drug, arthritis)	treats(ibuprofen, arthritis)	1
requires_specialist(covid19, Doc)	requires_specialist(covid19, pulmonology)	1
treats(Spec, D)	treats(oseltamivir, covid19)	1
requires_specialist(D, pulmonology)	requires_specialist(pneumonia, pulmonology)	1
treats(Organ, hypertension)	treats(lisinopril, hypertension)	1
treats(Drug, D)	treats(lisinopril, kidney_disease)	1
exhibits(Spec, D)	exhibits(patient_noah, memory_loss)	1
patient(patient_kate)	patient(patient_kate)	1
has_symptom(SE, D)	has_symptom(covid19, cough)	1
exhibits(SE, D)	exhibits(patient_eve, cough)	1
treats(lisinopril, D2)	treats(lisinopril, kidney_disease)	1
treats(Drug, D)	treats(amlodipine, heart_disease)	1
at_risk_specialist(patient_carol, D2)	at_risk_specialist(P, Spec) :- at_risk_for(P, D), requires_specialist(D, Spec)	1
risk_increases(D, liver_disease)	risk_increases(alcohol_abuse, liver_disease)	1
has_risk_factor(patient_carol, obesity)	has_risk_factor(patient_carol, obesity)	1
has_symptom(anemia, fatigue)	has_symptom(anemia, fatigue)	1
exhibits(P, shortness_of_breath)	exhibits(patient_bob, shortness_of_breath)	1
has_specialty(S, oncology)	has_specialty(dr_wilson, oncology)	1
exhibits(RF, back_pain)	exhibits(patient_olivia, back_pain)	1
requires_specialist(asthma, D)	requires_specialist(asthma, pulmonology)	1
has_symptom(SE, D)	has_symptom(covid19, fatigue)	1
treats(warfarin, heart_disease)	treats(warfarin, heart_disease)	1
has_symptom(D2, D)	has_symptom(depression, fatigue)	1
treats(Spec, migraine)	treats(ibuprofen, migraine)	1
may_have_disease(D, alzheimers)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(D, insomnia)	has_symptom(depression, insomnia)	1
causes(hypertension, D1)	causes(hypertension, stroke)	1
treats(D, heart_disease)	treats(warfarin, heart_disease)	1
exhibits(D2, D)	exhibits(patient_liam, swollen_joints)	1
causes(hypertension, D1)	causes(hypertension, kidney_disease)	1
may_have_disease(D, diabetes)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(P, D)	exhibits(patient_frank, muscle_weakness)	1
exhibits(Drug, fatigue)	exhibits(patient_iris, fatigue)	1
has_symptom(D, D1)	has_symptom(kidney_disease, swollen_joints)	1
has_symptom(Spec, chest_pain)	has_symptom(asthma, chest_pain)	1
treats(sertraline, anxiety)	treats(sertraline, anxiety)	1
has_symptom(SE, D)	has_symptom(asthma, cough)	1
exhibits(D, D1)	exhibits(patient_frank, fever)	1
has_symptom(D2, fatigue)	has_symptom(diabetes, fatigue)	1
causes(diabetes, kidney_disease)	causes(diabetes, kidney_disease)	1
requires_specialist(asthma, SE)	requires_specialist(asthma, pulmonology)	1
patient(D)	patient(patient_iris)	1
risk_increases(D, D1)	risk_increases(diabetes_history, heart_disease)	1
has_symptom(D1, D)	has_symptom(hypothyroidism, fatigue)	1
has_symptom(Spec, cough)	has_symptom(asthma, cough)	1
requires_specialist(D2, psychiatry)	requires_specialist(anxiety, psychiatry)	1
requires_specialist(heart_disease, cardiology)	requires_specialist(heart_disease, cardiology)	1
diagnosed_with(Spec, hypertension)	diagnosed_with(patient_alice, hypertension)	1
exhibits(Doc, fatigue)	exhibits(patient_grace, fatigue)	1
has_symptom(D1, D)	has_symptom(hypothyroidism, fatigue)	1
treats(Spec, hypertension)	treats(atorvastatin, hypertension)	1
may_have_disease(Doc, pneumonia)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(SE, D)	has_symptom(anemia, fatigue)	1
side_effect(D, Doc)	side_effect(metformin, loss_of_appetite)	1
has_symptom(RF, joint_pain)	has_symptom(osteoporosis, joint_pain)	1
exhibits(D1, D)	exhibits(patient_frank, fatigue)	1
may_have_disease(SE, heart_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(D, loss_of_appetite)	exhibits(patient_dave, loss_of_appetite)	1
has_symptom(asthma, D)	has_symptom(asthma, shortness_of_breath)	1
risk_increases(sedentary_lifestyle, heart_disease)	risk_increases(sedentary_lifestyle, heart_disease)	1
has_symptom(SE, D)	has_symptom(anxiety, dizziness)	1
has_symptom(cancer, fatigue)	has_symptom(cancer, fatigue)	1
requires_specialist(D, D2)	requires_specialist(pneumonia, infectious_disease)	1
causes(anemia, heart_disease)	causes(anemia, heart_disease)	1
exhibits(SE, D)	exhibits(patient_bob, cough)	1
chronic(D1)	chronic(anxiety)	1
may_have_disease(SE, kidney_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
symptom(D)	symptom(headache)	1
has_symptom(D, confusion)	has_symptom(alzheimers, confusion)	1
treats(Spec, heart_disease)	treats(lisinopril, heart_disease)	1
exhibits(D1, shortness_of_breath)	exhibits(patient_henry, shortness_of_breath)	1
exhibits(Spec, D)	exhibits(patient_bob, cough)	1
side_effect(omeprazole, Drug)	side_effect(omeprazole, nausea)	1
risk_increases(D, heart_disease)	risk_increases(sedentary_lifestyle, heart_disease)	1
may_have_disease(D, D2)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(D, pulmonology)	requires_specialist(copd, pulmonology)	1
exhibits(RF, fever)	exhibits(patient_eve, fever)	1
has_symptom(D2, joint_pain)	has_symptom(arthritis, joint_pain)	1
treats(Spec, diabetes)	treats(metformin, diabetes)	1
exhibits(P, D)	exhibits(patient_noah, memory_loss)	1
exhibits(P, shortness_of_breath)	exhibits(patient_carol, shortness_of_breath)	1
diagnosed_with(Spec, hypertension)	diagnosed_with(patient_alice, hypertension)	1
treats(D, heart_disease)	treats(atorvastatin, heart_disease)	1
may_have_disease(SE, influenza)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
possible_drug_need(P, lisinopril)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(RF, dizziness)	has_symptom(stroke, dizziness)	1
affects(D, D1)	affects(diabetes, kidneys)	1
treats(Drug, pneumonia)	treats(amoxicillin, pneumonia)	1
exhibits(patient_grace, D)	exhibits(patient_grace, swollen_joints)	1
has_symptom(D, D1)	has_symptom(hypertension, dizziness)	1
patient(D2)	patient(patient_noah)	1
exhibits(SE, D)	exhibits(patient_olivia, joint_pain)	1
has_specialty(S, neurology)	has_specialty(dr_chen, neurology)	1
exhibits(P, D)	exhibits(patient_liam, fatigue)	1
has_symptom(RF, fatigue)	has_symptom(kidney_disease, fatigue)	1
may_have_disease(patient_henry, D)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
treats(Spec, D)	treats(ibuprofen, migraine)	1
exhibits(RF, D)	exhibits(patient_noah, confusion)	1
exhibits(D1, D)	exhibits(patient_noah, confusion)	1
exhibits(D, D1)	exhibits(patient_frank, muscle_weakness)	1
at_risk_doctor(D, dr_chen)	at_risk_doctor(P, Doc) :- at_risk_specialist(P, Spec), has_specialty(Doc, Spec)	1
treats(D1, copd)	treats(fluticasone, copd)	1
has_specialty(dr_chen, neurology)	has_specialty(dr_chen, neurology)	1
risk_increases(D, hypertension)	risk_increases(obesity, hypertension)	1
exhibits(D1, dizziness)	exhibits(patient_jack, dizziness)	1
has_symptom(D2, D)	has_symptom(hypothyroidism, muscle_weakness)	1
affects(D1, D)	affects(alzheimers, brain)	1
possible_drug_need(RF, warfarin)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_risk_factor(P, D)	has_risk_factor(patient_jack, stress)	1
exhibits(D1, abdominal_pain)	exhibits(patient_mia, abdominal_pain)	1
has_risk_factor(P, D)	has_risk_factor(patient_frank, sedentary_lifestyle)	1
exhibits(Doc, shortness_of_breath)	exhibits(patient_henry, shortness_of_breath)	1
requires_specialist(kidney_disease, SE)	requires_specialist(kidney_disease, nephrology)	1
has_symptom(Doc, D)	has_symptom(osteoporosis, joint_pain)	1
requires_specialist(D, RF)	requires_specialist(covid19, infectious_disease)	1
has_symptom(D, fatigue)	has_symptom(influenza, fatigue)	1
side_effect(D, D2)	side_effect(omeprazole, nausea)	1
risk_increases(D1, D)	risk_increases(hypertension_history, stroke)	1
has_symptom(D2, nausea)	has_symptom(liver_disease, nausea)	1
possible_drug_need(P, lisinopril)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(SE, D)	has_symptom(asthma, shortness_of_breath)	1
diagnosed_with(D, D1)	diagnosed_with(patient_bob, anxiety)	1
requires_specialist(D2, D)	requires_specialist(pneumonia, pulmonology)	1
may_have_disease(RF, D2)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(D, D1)	exhibits(patient_kate, dizziness)	1
exhibits(patient_henry, D)	exhibits(patient_henry, fatigue)	1
treats(Drug, D)	treats(metformin, diabetes)	1
exhibits(RF, D)	exhibits(patient_alice, fatigue)	1
exhibits(Doc, D)	exhibits(patient_grace, swollen_joints)	1
exhibits(P, D)	exhibits(patient_liam, swollen_joints)	1
may_have_disease(Organ, osteoporosis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
side_effect(D, Drug)	side_effect(albuterol, sweating)	1
has_symptom(pneumonia, fever)	has_symptom(pneumonia, fever)	1
complication_doctor(D, Organ)	complication_doctor(P, Doc) :- complication_specialist(P, Spec), has_specialty(Doc, Spec)	1
side_effect(D, D2)	side_effect(sertraline, nausea)	1
requires_specialist(D, D2)	requires_specialist(covid19, pulmonology)	1
has_symptom(Doc, D)	has_symptom(alzheimers, memory_loss)	1
treats(RF, D)	treats(lisinopril, heart_disease)	1
exhibits(D1, D)	exhibits(patient_bob, cough)	1
exhibits(SE, D)	exhibits(patient_eve, cough)	1
at_risk_for(patient_carol, hypertension)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
side_effect(prednisone, Drug)	side_effect(prednisone, weight_gain)	1
has_symptom(D, D1)	has_symptom(depression, loss_of_appetite)	1
treats(ibuprofen, D2)	treats(ibuprofen, migraine)	1
exhibits(D1, insomnia)	exhibits(patient_dave, insomnia)	1
patient(patient_noah)	patient(patient_noah)	1
affects(D1, D)	affects(cancer, lungs)	1
risk_increases(D, D1)	risk_increases(stress, depression)	1
chronic(D1)	chronic(hypothyroidism)	1
treats(Drug, influenza)	treats(oseltamivir, influenza)	1
treats(Drug, diabetes)	treats(metformin, diabetes)	1
has_symptom(D1, D)	has_symptom(stroke, muscle_weakness)	1
exhibits(D, D1)	exhibits(patient_noah, memory_loss)	1
treats(fluticasone, asthma)	treats(fluticasone, asthma)	1
exhibits(patient_olivia, joint_pain)	exhibits(patient_olivia, joint_pain)	1
exhibits(D2, D)	exhibits(patient_iris, weight_gain)	1
exhibits(P, D)	exhibits(patient_eve, cough)	1
diagnosed_with(RF, D)	diagnosed_with(patient_carol, heart_disease)	1
side_effect(D, Doc)	side_effect(aspirin, nausea)	1
requires_specialist(covid19, Organ)	requires_specialist(covid19, infectious_disease)	1
exhibits(P, D)	exhibits(patient_iris, fatigue)	1
exhibits(Doc, D)	exhibits(patient_mia, abdominal_pain)	1
patient(D2)	patient(patient_liam)	1
has_symptom(D, shortness_of_breath)	has_symptom(copd, shortness_of_breath)	1
diagnosed_with(patient_noah, D)	diagnosed_with(patient_noah, alzheimers)	1
treats(Spec, asthma)	treats(fluticasone, asthma)	1
side_effect(sertraline, Drug)	side_effect(sertraline, nausea)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_mia, alcohol_abuse)	1
exhibits(Organ, fatigue)	exhibits(patient_mia, fatigue)	1
patient(Organ)	patient(patient_frank)	1
treats(RF, D)	treats(metformin, diabetes)	1
patient(D1)	patient(patient_bob)	1
has_symptom(D1, D)	has_symptom(anxiety, sweating)	1
exhibits(P, D)	exhibits(patient_kate, dizziness)	1
symptom(D)	symptom(excessive_thirst)	1
exhibits(D, D1)	exhibits(patient_liam, swollen_joints)	1
has_symptom(S, D)	has_symptom(asthma, shortness_of_breath)	1
exhibits(D1, D)	exhibits(patient_carol, chest_pain)	1
may_have_disease(Doc, hypothyroidism)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
possible_drug_need(RF, levothyroxine)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
risk_increases(D1, D)	risk_increases(stress, hypertension)	1
has_risk_factor(D, sedentary_lifestyle)	has_risk_factor(patient_dave, sedentary_lifestyle)	1
risk_increases(poor_diet, heart_disease)	risk_increases(poor_diet, heart_disease)	1
has_symptom(D2, D)	has_symptom(depression, insomnia)	1
has_symptom(Spec, joint_pain)	has_symptom(osteoporosis, joint_pain)	1
has_symptom(stroke, D)	has_symptom(stroke, dizziness)	1
exhibits(RF, shortness_of_breath)	exhibits(patient_bob, shortness_of_breath)	1
risk_increases(D, D1)	risk_increases(aging, osteoporosis)	1
possible_drug_need(RF, lisinopril)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
risk_increases(family_history, D)	risk_increases(family_history, diabetes)	1
at_risk_specialist(patient_bob, D)	at_risk_specialist(P, Spec) :- at_risk_for(P, D), requires_specialist(D, Spec)	1
risk_increases(D1, D)	risk_increases(obesity, hypertension)	1
exhibits(P, joint_pain)	exhibits(patient_olivia, joint_pain)	1
has_risk_factor(patient_henry, smoking)	has_risk_factor(patient_henry, smoking)	1
exhibits(Doc, dizziness)	exhibits(patient_kate, dizziness)	1
chronic(D)	chronic(kidney_disease)	1
has_symptom(RF, nausea)	has_symptom(liver_disease, nausea)	1
exhibits(Drug, fatigue)	exhibits(patient_frank, fatigue)	1
patient(SE)	patient(patient_jack)	1
has_symptom(D1, cough)	has_symptom(pneumonia, cough)	1
exhibits(Doc, dizziness)	exhibits(patient_kate, dizziness)	1
has_symptom(Spec, memory_loss)	has_symptom(alzheimers, memory_loss)	1
has_symptom(D2, fatigue)	has_symptom(kidney_disease, fatigue)	1
exhibits(Spec, D)	exhibits(patient_frank, muscle_weakness)	1
possible_drug_need(patient_grace, levothyroxine)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
possible_drug_need(Doc, aspirin)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
has_symptom(Spec, fatigue)	has_symptom(depression, fatigue)	1
may_have_disease(P, migraine)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
requires_specialist(D, endocrinology)	requires_specialist(hypothyroidism, endocrinology)	1
treats(Spec, pneumonia)	treats(amoxicillin, pneumonia)	1
risk_increases(D1, D)	risk_increases(obesity, hypertension)	1
exhibits(Doc, D)	exhibits(patient_bob, insomnia)	1
exhibits(patient_jack, headache)	exhibits(patient_jack, headache)	1
has_risk_factor(P, D)	has_risk_factor(patient_alice, poor_diet)	1
at_risk_specialist(patient_bob, D)	at_risk_specialist(P, Spec) :- at_risk_for(P, D), requires_specialist(D, Spec)	1
treats(RF, D)	treats(aspirin, stroke)	1
exhibits(RF, D)	exhibits(patient_kate, fatigue)	1
exhibits(RF, D)	exhibits(patient_alice, excessive_thirst)	1
treats(Drug, diabetes)	treats(metformin, diabetes)	1
at_risk_for(patient_carol, anxiety)	at_risk_for(P, D) :- has_risk_factor(P, RF), risk_increases(RF, D)	1
may_have_disease(patient_frank, D)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
side_effect(D, D2)	side_effect(aspirin, nausea)	1
exhibits(D2, D)	exhibits(patient_henry, fatigue)	1
exhibits(patient_eve, fever)	exhibits(patient_eve, fever)	1
exhibits(Doc, abdominal_pain)	exhibits(patient_mia, abdominal_pain)	1
requires_specialist(covid19, SE)	requires_specialist(covid19, pulmonology)	1
patient(RF)	patient(patient_kate)	1
diagnosed_with(RF, D)	diagnosed_with(patient_dave, depression)	1
exhibits(D2, D)	exhibits(patient_bob, shortness_of_breath)	1
causes(liver_disease, D1)	causes(liver_disease, kidney_disease)	1
requires_specialist(kidney_disease, D)	requires_specialist(kidney_disease, nephrology)	1
may_have_disease(SE, heart_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_risk_factor(D, sedentary_lifestyle)	has_risk_factor(patient_frank, sedentary_lifestyle)	1
exhibits(RF, D)	exhibits(patient_carol, dizziness)	1
requires_specialist(D2, D)	requires_specialist(alzheimers, neurology)	1
treats(Drug, depression)	treats(sertraline, depression)	1
treats(D, liver_disease)	treats(omeprazole, liver_disease)	1
diagnosed_with(RF, D)	diagnosed_with(patient_carol, heart_disease)	1
treats(Spec, stroke)	treats(aspirin, stroke)	1
treats(lisinopril, D2)	treats(lisinopril, heart_disease)	1
exhibits(P, D)	exhibits(patient_liam, fatigue)	1
side_effect(D, Drug)	side_effect(lisinopril, fatigue)	1
exhibits(Organ, dizziness)	exhibits(patient_carol, dizziness)	1
side_effect(warfarin, Drug)	side_effect(warfarin, fatigue)	1
has_symptom(D, D1)	has_symptom(stroke, muscle_weakness)	1
treats(Drug, stroke)	treats(warfarin, stroke)	1
has_symptom(S, D)	has_symptom(hypothyroidism, weight_gain)	1
may_have_disease(Organ, arthritis)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
has_symptom(D1, D)	has_symptom(heart_disease, chest_pain)	1
exhibits(RF, D)	exhibits(patient_bob, shortness_of_breath)	1
requires_specialist(D, D2)	requires_specialist(heart_disease, cardiology)	1
treats(prednisone, arthritis)	treats(prednisone, arthritis)	1
requires_specialist(D, D2)	requires_specialist(pneumonia, pulmonology)	1
has_symptom(D2, D)	has_symptom(hypertension, dizziness)	1
exhibits(S, D)	exhibits(patient_jack, headache)	1
has_symptom(RF, fever)	has_symptom(influenza, fever)	1
has_symptom(depression, D)	has_symptom(depression, sadness)	1
should_consult(Doc, dr_chen)	should_consult(P, Doc) :- needs_specialist(P, Spec), has_specialty(Doc, Spec)	1
exhibits(Doc, shortness_of_breath)	exhibits(patient_bob, shortness_of_breath)	1
requires_specialist(influenza, Doc)	requires_specialist(influenza, infectious_disease)	1
exhibits(P, D)	exhibits(patient_eve, fever)	1
exhibits(P, shortness_of_breath)	exhibits(patient_bob, shortness_of_breath)	1
has_symptom(D2, fatigue)	has_symptom(kidney_disease, fatigue)	1
exhibits(Organ, D)	exhibits(patient_mia, abdominal_pain)	1
exhibits(Drug, muscle_weakness)	exhibits(patient_iris, muscle_weakness)	1
treats(levothyroxine, hypothyroidism)	treats(levothyroxine, hypothyroidism)	1
patient(D1)	patient(patient_frank)	1
has_symptom(depression, D)	has_symptom(depression, loss_of_appetite)	1
exhibits(P, D)	exhibits(patient_carol, dizziness)	1
exhibits(patient_carol, D)	exhibits(patient_carol, shortness_of_breath)	1
exhibits(patient_eve, D)	exhibits(patient_eve, fatigue)	1
requires_specialist(D, RF)	requires_specialist(kidney_disease, nephrology)	1
side_effect(D, Doc)	side_effect(amoxicillin, nausea)	1
requires_specialist(D, D1)	requires_specialist(pneumonia, pulmonology)	1
exhibits(P, shortness_of_breath)	exhibits(patient_bob, shortness_of_breath)	1
has_symptom(D1, D)	has_symptom(hypothyroidism, muscle_weakness)	1
exhibits(patient_kate, dizziness)	exhibits(patient_kate, dizziness)	1
has_risk_factor(P, D)	has_risk_factor(patient_frank, poor_diet)	1
treats(lisinopril, D2)	treats(lisinopril, heart_disease)	1
causes(D, heart_disease)	causes(hypertension, heart_disease)	1
has_symptom(D2, D)	has_symptom(asthma, shortness_of_breath)	1
has_symptom(depression, fatigue)	has_symptom(depression, fatigue)	1
has_symptom(D, D1)	has_symptom(pneumonia, fatigue)	1
treats(D, asthma)	treats(prednisone, asthma)	1
possible_drug_need(Organ, lisinopril)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
exhibits(RF, nausea)	exhibits(patient_jack, nausea)	1
treats(lisinopril, D2)	treats(lisinopril, kidney_disease)	1
has_symptom(D, fatigue)	has_symptom(liver_disease, fatigue)	1
exhibits(Organ, fatigue)	exhibits(patient_frank, fatigue)	1
exhibits(D, shortness_of_breath)	exhibits(patient_henry, shortness_of_breath)	1
treats(Spec, D)	treats(lisinopril, hypertension)	1
patient(Organ)	patient(patient_frank)	1
has_symptom(D1, fever)	has_symptom(influenza, fever)	1
symptom(D)	symptom(weight_gain)	1
has_symptom(Spec, dizziness)	has_symptom(migraine, dizziness)	1
side_effect(albuterol, D)	side_effect(albuterol, sweating)	1
has_symptom(Doc, D)	has_symptom(asthma, cough)	1
patient(D1)	patient(patient_jack)	1
exhibits(SE, D)	exhibits(patient_bob, insomnia)	1
has_symptom(D2, D)	has_symptom(hypothyroidism, fatigue)	1
exhibits(RF, D)	exhibits(patient_noah, confusion)	1
has_symptom(diabetes, frequent_urination)	has_symptom(diabetes, frequent_urination)	1
has_risk_factor(Spec, D)	has_risk_factor(patient_alice, family_history)	1
exhibits(RF, confusion)	exhibits(patient_noah, confusion)	1
requires_specialist(D1, D)	requires_specialist(stroke, neurology)	1
patient(Doc)	patient(patient_frank)	1
exhibits(P, D)	exhibits(patient_noah, memory_loss)	1
exhibits(P, shortness_of_breath)	exhibits(patient_carol, shortness_of_breath)	1
has_symptom(D, D1)	has_symptom(diabetes, frequent_urination)	1
has_symptom(D2, swollen_joints)	has_symptom(arthritis, swollen_joints)	1
has_risk_factor(D, poor_diet)	has_risk_factor(patient_kate, poor_diet)	1
has_symptom(depression, sadness)	has_symptom(depression, sadness)	1
requires_specialist(D1, D)	requires_specialist(hypertension, cardiology)	1
complication_risk(D, anxiety)	complication_risk(P, D2) :- diagnosed_with(P, D1), causes(D1, D2)	1
exhibits(Doc, pale_skin)	exhibits(patient_kate, pale_skin)	1
may_have_disease(Doc, liver_disease)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
treats(P, migraine)	treats(ibuprofen, migraine)	1
exhibits(patient_eve, D)	exhibits(patient_eve, cough)	1
has_symptom(Doc, D)	has_symptom(copd, fatigue)	1
has_symptom(S, D)	has_symptom(copd, cough)	1
risk_factor(D)	risk_factor(poor_diet)	1
exhibits(Organ, D)	exhibits(patient_bob, insomnia)	1
exhibits(patient_jack, dizziness)	exhibits(patient_jack, dizziness)	1
exhibits(Spec, D)	exhibits(patient_olivia, joint_pain)	1
requires_specialist(D, cardiology)	requires_specialist(hypertension, cardiology)	1
causes(copd, D)	causes(copd, heart_disease)	1
has_symptom(Spec, dizziness)	has_symptom(anxiety, dizziness)	1
has_symptom(D2, D)	has_symptom(heart_disease, fatigue)	1
patient(Doc)	patient(patient_liam)	1
has_symptom(SE, D)	has_symptom(liver_disease, abdominal_pain)	1
exhibits(D2, D)	exhibits(patient_iris, weight_gain)	1
may_have_disease(D, alzheimers)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
possible_drug_need(Doc, albuterol)	possible_drug_need(P, Drug) :- may_have_disease(P, D), treats(Drug, D)	1
may_have_disease(SE, influenza)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
exhibits(D1, D)	exhibits(patient_alice, excessive_thirst)	1
exhibits(P, sadness)	exhibits(patient_dave, sadness)	1
may_have_disease(D, alzheimers)	may_have_disease(P, D) :- patient(P), exhibits(P, S), has_symptom(D, S)	1
treats(Spec, pneumonia)	treats(amoxicillin, pneumonia)	1
has_symptom(depression, D)	has_symptom(depression, loss_of_appetite)	1
exhibits(Doc, D)	exhibits(patient_frank, fever)	1
at_risk_doctor(D, dr_chen)	at_risk_doctor(P, Doc) :- at_risk_specialist(P, Spec), has_specialty(Doc, Spec)	1
requires_specialist(arthritis, rheumatology)	requires_specialist(arthritis, rheumatology)	1
treats(D1, D)	treats(lisinopril, hypertension)	1
