goal	rule	score
parent(brandon_stark, Z6)	parent(brandon_stark, jaime_lannister)	0
parent(trystane_martell, Z3)	parent(trystane_martell, oberyn_martell)	0
parent(tyrion_lannister, Z3)	parent(tyrion_lannister, kevan_lannister)	0
parent(sarella_sand, Z12)	parent(sarella_sand, selyse_baratheon)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, unknown_mother_lannister)	0
parent(margaery_tyrell, Z2)	parent(margaery_tyrell, eddard_stark)	0
parent(yara_greyjoy, Z4)	parent(yara_greyjoy, kevan_lannister)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, luthor_tyrell)	0
parent(theon_greyjoy, unknown_mother_greyjoy)	parent(theon_greyjoy, unknown_mother_greyjoy)	0
parent(rodrick_greyjoy, Z3)	parent(rodrick_greyjoy, catelyn_stark)	0
parent(rodrick_greyjoy, Z3)	parent(rodrick_greyjoy, ellaria_sand)	0
parent(viserys_targaryen, Z4)	parent(viserys_targaryen, mace_tyrell)	0
parent(mace_tyrell, Z11)	parent(mace_tyrell, tywin_lannister)	0
parent(Z6, Z7)	parent(Z6, cassana_estermont)	0
parent(nymeria_sand, Z11)	parent(nymeria_sand, balon_greyjoy)	0
parent(yara_greyjoy, Z4)	parent(yara_greyjoy, unknown_father_greyjoy)	0
parent(duncan_targaryen, Z3)	parent(duncan_targaryen, elia_martell)	0
parent(daeron_targaryen, Z12)	parent(daeron_targaryen, jaime_lannister)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, oberyn_martell)	0
parent(stannis_baratheon, Z12)	parent(stannis_baratheon, rhaegar_targaryen)	0
parent(viserys_targaryen, Z11)	parent(viserys_targaryen, alerie_hightower)	0
parent(robb_stark, Z3)	parent(robb_stark, tytos_lannister)	0
parent(viserys_targaryen, Z2)	parent(viserys_targaryen, aerys_targaryen)	0
parent(rhaenys_targaryen, Z4)	parent(rhaenys_targaryen, eddard_stark)	0
ancestor(rodrick_greyjoy, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(Z5, Z6)	parent(Z5, aegon_v_targaryen)	0
parent(aeron_greyjoy, Z3)	parent(aeron_greyjoy, rhaegar_targaryen)	0
parent(viserys_targaryen, Z12)	parent(viserys_targaryen, cersei_lannister)	0
parent(aegon_targaryen, Z12)	parent(aegon_targaryen, joanna_lannister)	0
parent(rodrick_greyjoy, Z3)	parent(rodrick_greyjoy, unknown_mother_martell)	0
parent(rodrick_greyjoy, Z3)	parent(rodrick_greyjoy, unknown_mother_sand_1)	0
parent(maron_greyjoy, Z6)	parent(maron_greyjoy, unknown_mother_sand_2)	0
parent(Z8, Z9)	parent(Z8, elia_martell)	0
parent(cersei_lannister, Z12)	parent(cersei_lannister, alannys_harlaw)	0
ancestor(rickon_stark, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(robb_stark, Z12)	parent(robb_stark, alerie_hightower)	0
parent(obara_sand, Z3)	parent(obara_sand, tywin_lannister)	0
ancestor(aeron_greyjoy, _EX0)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(shireen_baratheon, X)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, unknown_mother_greyjoy)	0
parent(shireen_baratheon, Z11)	parent(shireen_baratheon, rhaegar_targaryen)	0
parent(sansa_stark, Z4)	parent(sansa_stark, alerie_hightower)	0
parent(oberyn_martell, Z11)	parent(oberyn_martell, doran_martell)	0
parent(aerys_targaryen, Z3)	parent(aerys_targaryen, rhaella_targaryen)	0
ancestor(lancel_lannister, _EX4)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tytos_lannister, Z1)	parent(tytos_lannister, oberyn_martell)	0
parent(eddard_stark, Z2)	parent(eddard_stark, aerys_targaryen)	0
parent(yara_greyjoy, Z6)	parent(yara_greyjoy, cersei_lannister)	0
parent(obara_sand, tytos_lannister)	parent(obara_sand, tytos_lannister)	0
parent(euron_greyjoy, Z4)	parent(euron_greyjoy, olenna_tyrell)	0
parent(jaime_lannister, Z4)	parent(jaime_lannister, robert_baratheon)	0
ancestor(oberyn_martell, _EX0)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(margaery_tyrell, Z9)	parent(margaery_tyrell, cersei_lannister)	0
parent(daenerys_targaryen, aegon_v_targaryen)	parent(daenerys_targaryen, aegon_v_targaryen)	0
parent(obara_sand, Z6)	parent(obara_sand, rhaegar_targaryen)	0
parent(brandon_stark, Z3)	parent(brandon_stark, unknown_mother_sand_3)	0
parent(robb_stark, Z6)	parent(robb_stark, mace_tyrell)	0
parent(tywin_lannister, Z3)	parent(tywin_lannister, unknown_mother_sand_1)	0
parent(trystane_martell, Z3)	parent(trystane_martell, aerys_targaryen)	0
parent(lyanna_stark, Z12)	parent(lyanna_stark, ellaria_sand)	0
parent(eddard_stark, Z2)	parent(eddard_stark, cersei_lannister)	0
parent(rickon_stark, Z3)	parent(rickon_stark, unknown_mother_martell)	0
parent(lyanna_stark, Z12)	parent(lyanna_stark, unknown_mother_lannister)	0
ancestor(gendry, doran_martell)	ancestor(X, Y) :- parent(X, Y)	0
parent(bran_stark, Z4)	parent(bran_stark, unknown_mother_targaryen)	0
ancestor(rickon_stark, martyn_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(nymeria_sand, Z4)	parent(nymeria_sand, tywin_lannister)	0
parent(oberyn_martell, Z11)	parent(oberyn_martell, lyanna_stark)	0
parent(margaery_tyrell, Z2)	parent(margaery_tyrell, rhaegar_targaryen)	0
parent(_EX4, Z1)	parent(_EX4, rickard_stark)	0
parent(tommen_lannister, Z11)	parent(tommen_lannister, aegon_v_targaryen)	0
parent(benjen_stark, Z3)	parent(benjen_stark, mellario_of_norvos)	0
parent(four_unknown_martells, Z2)	parent(four_unknown_martells, unknown_father_greyjoy)	0
parent(aegon_targaryen, Z9)	parent(aegon_targaryen, unknown_mother_sand_1)	0
parent(renly_baratheon, Z10)	parent(renly_baratheon, unknown_mother_sand_2)	0
parent(mace_tyrell, Z11)	parent(mace_tyrell, alannys_harlaw)	0
ancestor(loras_tyrell, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
parent(Z2, Z3)	parent(Z2, aegon_v_targaryen)	0
parent(mace_tyrell, Z2)	parent(mace_tyrell, stannis_baratheon)	0
parent(shireen_baratheon, Z11)	parent(shireen_baratheon, aerys_targaryen)	0
parent(tyene_sand, Z11)	parent(tyene_sand, tytos_lannister)	0
parent(robert_baratheon, Z12)	parent(robert_baratheon, oberyn_martell)	0
parent(aeron_greyjoy, Z3)	parent(aeron_greyjoy, robert_baratheon)	0
parent(rodrick_greyjoy, Z6)	parent(rodrick_greyjoy, oberyn_martell)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, aerys_targaryen)	0
ancestor(arya_stark, _EX0)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rodrick_greyjoy, tytos_lannister)	parent(rodrick_greyjoy, tytos_lannister)	0
parent(trystane_martell, Z11)	parent(trystane_martell, unknown_mother_stark)	0
parent(doran_martell, Z6)	parent(doran_martell, unknown_mother_sand_2)	0
parent(renly_baratheon, unknown_mother_stark)	parent(renly_baratheon, unknown_mother_stark)	0
parent(tyrion_lannister, Z12)	parent(tyrion_lannister, alerie_hightower)	0
parent(Z8, Z9)	parent(Z8, unknown_mother_targaryen)	0
parent(rodrick_greyjoy, Z11)	parent(rodrick_greyjoy, catelyn_stark)	0
parent(aeron_greyjoy, Z4)	parent(aeron_greyjoy, tytos_lannister)	0
parent(rodrick_greyjoy, Z11)	parent(rodrick_greyjoy, ellaria_sand)	0
parent(tommen_lannister, Z12)	parent(tommen_lannister, catelyn_stark)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, rhaegar_targaryen)	0
ancestor(balon_greyjoy, jon_snow)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(rodrick_greyjoy, Y)	ancestor(X, Y) :- parent(X, Y)	0
parent(obara_sand, Z10)	parent(obara_sand, doran_martell)	0
parent(bran_stark, Z12)	parent(bran_stark, elia_martell)	0
parent(rickon_stark, unknown_mother_lannister)	parent(rickon_stark, unknown_mother_lannister)	0
ancestor(margaery_tyrell, nymeria_sand)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(willem_lannister, brandon_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
male(X0)	male(margaery_tyrell)	0
parent(mace_tyrell, Z3)	parent(mace_tyrell, steffon_baratheon)	0
parent(eddard_stark, Z3)	parent(eddard_stark, mace_tyrell)	0
parent(margaery_tyrell, Z4)	parent(margaery_tyrell, joanna_lannister)	0
parent(aerys_targaryen, Z11)	parent(aerys_targaryen, robert_baratheon)	0
parent(renly_baratheon, Z12)	parent(renly_baratheon, alerie_hightower)	0
parent(myrcella_lannister, Z6)	parent(myrcella_lannister, jaime_lannister)	0
parent(maron_greyjoy, Z4)	parent(maron_greyjoy, rhaegar_targaryen)	0
parent(theon_greyjoy, Z12)	parent(theon_greyjoy, aerys_targaryen)	0
parent(sansa_stark, Z2)	parent(sansa_stark, joanna_lannister)	0
ancestor(tywin_lannister, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(Z2, Z3)	parent(Z2, lewyn_martell)	0
parent(tommen_lannister, Z12)	parent(tommen_lannister, steffon_baratheon)	0
parent(robert_baratheon, Z4)	parent(robert_baratheon, unknown_mother_greyjoy)	0
parent(aerys_targaryen, unknown_mother_martell)	parent(aerys_targaryen, unknown_mother_martell)	0
parent(benjen_stark, Z11)	parent(benjen_stark, luthor_tyrell)	0
parent(maron_greyjoy, Z6)	parent(maron_greyjoy, luthor_tyrell)	0
parent(cersei_lannister, Z6)	parent(cersei_lannister, cersei_lannister)	0
parent(renly_baratheon, Z2)	parent(renly_baratheon, aegon_v_targaryen)	0
parent(sansa_stark, Z4)	parent(sansa_stark, cassana_estermont)	0
parent(Y0, X0)	parent(_EX5, varys)	0
parent(Z8, aegon_v_targaryen)	parent(Z8, aegon_v_targaryen)	0
parent(mace_tyrell, Z6)	parent(mace_tyrell, ellaria_sand)	0
parent(stannis_baratheon, Z3)	parent(stannis_baratheon, steffon_baratheon)	0
parent(sarella_sand, Z3)	parent(sarella_sand, stannis_baratheon)	0
parent(rickon_stark, Z4)	parent(rickon_stark, mellario_of_norvos)	0
parent(margaery_tyrell, Z2)	parent(margaery_tyrell, mellario_of_norvos)	0
parent(martyn_lannister, Z11)	parent(martyn_lannister, cersei_lannister)	0
parent(tyene_sand, Z6)	parent(tyene_sand, kevan_lannister)	0
parent(tyrion_lannister, Z2)	parent(tyrion_lannister, balon_greyjoy)	0
parent(aerys_targaryen, Z3)	parent(aerys_targaryen, eddard_stark)	0
ancestor(duncan_targaryen, _EX1)	ancestor(X, Y) :- parent(X, Y)	0
parent(joffery_lannister, Z8)	parent(joffery_lannister, mellario_of_norvos)	0
parent(aerys_targaryen, Z3)	parent(aerys_targaryen, unknown_mother_martell)	0
parent(lyanna_stark, Z11)	parent(lyanna_stark, unknown_mother_stark)	0
parent(brandon_stark, Z11)	parent(brandon_stark, rhaella_targaryen)	0
ancestor(rodrick_greyjoy, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(four_unknown_martells, Z3)	parent(four_unknown_martells, unknown_mother_greyjoy)	0
parent(eddard_stark, Z12)	parent(eddard_stark, alerie_hightower)	0
parent(tywin_lannister, Z4)	parent(tywin_lannister, robert_baratheon)	0
parent(lyanna_stark, Z3)	parent(lyanna_stark, unknown_mother_targaryen)	0
ancestor(tywin_lannister, doran_martell)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(willem_lannister, Z3)	parent(willem_lannister, unknown_mother_sand_3)	0
parent(margaery_tyrell, Z12)	parent(margaery_tyrell, unknown_mother_sand_2)	0
parent(tyene_sand, unknown_father_greyjoy)	parent(tyene_sand, unknown_father_greyjoy)	0
ancestor(doran_martell, myrcella_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(aegon_targaryen, Z9)	parent(aegon_targaryen, eddard_stark)	0
parent(daenerys_targaryen, Z3)	parent(daenerys_targaryen, ellaria_sand)	0
ancestor(willem_lannister, nymeria_sand)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(balon_greyjoy, nymeria_sand)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(theon_greyjoy, Z12)	parent(theon_greyjoy, ellaria_sand)	0
parent(obara_sand, Z4)	parent(obara_sand, olenna_tyrell)	0
parent(duncan_targaryen, Z4)	parent(duncan_targaryen, alerie_hightower)	0
parent(daenerys_targaryen, Z11)	parent(daenerys_targaryen, unknown_mother_stark)	0
parent(tommen_lannister, Z3)	parent(tommen_lannister, unknown_mother_stark)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, luthor_tyrell)	0
parent(ella_martell, Z11)	parent(ella_martell, luthor_tyrell)	0
parent(renly_baratheon, Z11)	parent(renly_baratheon, mace_tyrell)	0
parent(robb_stark, Z12)	parent(robb_stark, olenna_tyrell)	0
parent(robert_baratheon, Z11)	parent(robert_baratheon, oberyn_martell)	0
parent(shireen_baratheon, Z12)	parent(shireen_baratheon, catelyn_stark)	0
parent(tyrion_lannister, Z6)	parent(tyrion_lannister, unknown_father_greyjoy)	0
parent(aegon_targaryen, Z9)	parent(aegon_targaryen, cassana_estermont)	0
parent(brandon_stark, Z3)	parent(brandon_stark, unknown_mother_stark)	0
ancestor(yara_greyjoy, doran_martell)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(jaime_lannister, rodrick_greyjoy)	ancestor(X, Y) :- parent(X, Y)	0
parent(maron_greyjoy, Z3)	parent(maron_greyjoy, selyse_baratheon)	0
parent(myrcella_lannister, Z3)	parent(myrcella_lannister, unknown_mother_martell)	0
parent(benjen_stark, Z2)	parent(benjen_stark, unknown_father_greyjoy)	0
parent(myrcella_lannister, Z11)	parent(myrcella_lannister, unknown_mother_greyjoy)	0
parent(ella_martell, Z3)	parent(ella_martell, mace_tyrell)	0
parent(rhaenys_targaryen, Z9)	parent(rhaenys_targaryen, aerys_targaryen)	0
ancestor(willem_lannister, Z)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(mace_tyrell, Z9)	parent(mace_tyrell, joanna_lannister)	0
parent(aegon_v_targaryen, Z1)	parent(aegon_v_targaryen, rhaegar_targaryen)	0
parent(eddard_stark, Z11)	parent(eddard_stark, unknown_mother_greyjoy)	0
parent(stannis_baratheon, Z4)	parent(stannis_baratheon, unknown_mother_martell)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, unknown_mother_sand_1)	0
parent(joffery_lannister, Z4)	parent(joffery_lannister, doran_martell)	0
parent(shireen_baratheon, Z11)	parent(shireen_baratheon, alannys_harlaw)	0
parent(Y, olenna_tyrell)	parent(Y, olenna_tyrell)	0
ancestor(margaery_tyrell, aeron_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(myrcella_lannister, Z3)	parent(myrcella_lannister, catelyn_stark)	0
ancestor(renly_baratheon, brandon_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tommen_lannister, unknown_mother_greyjoy)	parent(tommen_lannister, unknown_mother_greyjoy)	0
ancestor(robert_baratheon, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(ella_martell, _EX2)	ancestor(X, Y) :- parent(X, Y)	0
parent(lewyn_martell, rickard_stark)	parent(lewyn_martell, rickard_stark)	0
parent(rodrick_greyjoy, Z10)	parent(rodrick_greyjoy, joanna_lannister)	0
ancestor(aeron_greyjoy, nymeria_sand)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, unknown_mother_lannister)	0
parent(doran_martell, Z6)	parent(doran_martell, doran_martell)	0
parent(renly_baratheon, Z6)	parent(renly_baratheon, eddard_stark)	0
parent(sarella_sand, Z11)	parent(sarella_sand, ellaria_sand)	0
parent(benjen_stark, Z10)	parent(benjen_stark, rickard_stark)	0
parent(lewyn_martell, unknown_mother_martell)	parent(lewyn_martell, unknown_mother_martell)	0
ancestor(oberyn_martell, brandon_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(rodrick_greyjoy, Z12)	parent(rodrick_greyjoy, mellario_of_norvos)	0
parent(daenerys_targaryen, Z10)	parent(daenerys_targaryen, ellaria_sand)	0
parent(rickon_stark, Z4)	parent(rickon_stark, alannys_harlaw)	0
ancestor(rhaegar_targaryen, jon_snow)	ancestor(X, Y) :- parent(X, Y)	0
parent(loras_tyrell, Z4)	parent(loras_tyrell, tytos_lannister)	0
parent(margaery_tyrell, Z3)	parent(margaery_tyrell, unknown_mother_sand_1)	0
parent(bran_stark, Z11)	parent(bran_stark, cassana_estermont)	0
parent(tyrion_lannister, Z2)	parent(tyrion_lannister, tytos_lannister)	0
parent(rickon_stark, Z3)	parent(rickon_stark, unknown_mother_lannister)	0
parent(X0, Y0)	parent(aegon_v_targaryen, cersei_lannister)	0
ancestor(balon_greyjoy, _EX1)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(gendry, Z2)	parent(gendry, rickard_stark)	0
parent(lyanna_stark, Z3)	parent(lyanna_stark, elia_martell)	0
parent(robb_stark, Z4)	parent(robb_stark, aerys_targaryen)	0
parent(doran_martell, Z11)	parent(doran_martell, aegon_v_targaryen)	0
parent(theon_greyjoy, Z12)	parent(theon_greyjoy, unknown_mother_lannister)	0
parent(kevan_lannister, Z2)	parent(kevan_lannister, aegon_v_targaryen)	0
parent(robb_stark, Z6)	parent(robb_stark, olenna_tyrell)	0
parent(eddard_stark, Z12)	parent(eddard_stark, selyse_baratheon)	0
parent(bran_stark, Z11)	parent(bran_stark, oberyn_martell)	0
parent(rhaenys_targaryen, Z12)	parent(rhaenys_targaryen, olenna_tyrell)	0
ancestor(daeron_targaryen, myrcella_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(maron_greyjoy, Z4)	parent(maron_greyjoy, lewyn_martell)	0
parent(willem_lannister, Z11)	parent(willem_lannister, unknown_father_greyjoy)	0
parent(_EX4, Z1)	parent(_EX4, unknown_mother_greyjoy)	0
parent(yara_greyjoy, Z12)	parent(yara_greyjoy, cassana_estermont)	0
parent(bran_stark, Z3)	parent(bran_stark, tytos_lannister)	0
parent(oberyn_martell, Z2)	parent(oberyn_martell, alannys_harlaw)	0
ancestor(tyrion_lannister, willem_lannister)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(willem_lannister, lyanna_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(rhaella_targaryen, Z6)	parent(rhaella_targaryen, unknown_father_greyjoy)	0
parent(Z7, Z8)	parent(Z7, unknown_mother_sand_3)	0
parent(Z9, tytos_lannister)	parent(Z9, tytos_lannister)	0
parent(eddard_stark, Z11)	parent(eddard_stark, olenna_tyrell)	0
ancestor(loras_tyrell, lancel_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
ancestor(rodrick_greyjoy, Y)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(balon_greyjoy, Z12)	parent(balon_greyjoy, steffon_baratheon)	0
parent(brandon_stark, Z10)	parent(brandon_stark, olenna_tyrell)	0
ancestor(trystane_martell, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(gendry, Z2)	parent(gendry, aerys_targaryen)	0
ancestor(lyanna_stark, _EX2)	ancestor(X, Y) :- parent(X, Y)	0
parent(bran_stark, Z11)	parent(bran_stark, elia_martell)	0
parent(X0, Y0)	parent(unknown_mother_stark, trystane_martell)	0
ancestor(nymeria_sand, rodrick_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(theon_greyjoy, Z11)	parent(theon_greyjoy, eddard_stark)	0
parent(Z2, Z3)	parent(Z2, ellaria_sand)	0
parent(tyene_sand, Z3)	parent(tyene_sand, unknown_mother_sand_2)	0
parent(arya_stark, Z4)	parent(arya_stark, tywin_lannister)	0
parent(sansa_stark, Z11)	parent(sansa_stark, balon_greyjoy)	0
parent(stannis_baratheon, Z6)	parent(stannis_baratheon, doran_martell)	0
parent(oberyn_martell, Z4)	parent(oberyn_martell, olenna_tyrell)	0
parent(theon_greyjoy, Z4)	parent(theon_greyjoy, robert_baratheon)	0
parent(rhaella_targaryen, Z11)	parent(rhaella_targaryen, lewyn_martell)	0
parent(rhaegar_targaryen, Z4)	parent(rhaegar_targaryen, stannis_baratheon)	0
ancestor(tyene_sand, _EX0)	ancestor(X, Y) :- parent(X, Y)	0
ancestor(aerys_targaryen, myrcella_lannister)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(margaery_tyrell, Z4)	parent(margaery_tyrell, ellaria_sand)	0
parent(joffery_lannister, Z6)	parent(joffery_lannister, unknown_mother_martell)	0
parent(rhaella_targaryen, Z6)	parent(rhaella_targaryen, cassana_estermont)	0
parent(rickon_stark, Z4)	parent(rickon_stark, unknown_mother_sand_1)	0
parent(tyrion_lannister, Z10)	parent(tyrion_lannister, unknown_mother_sand_2)	0
ancestor(euron_greyjoy, lyanna_stark)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(tywin_lannister, Z11)	parent(tywin_lannister, cassana_estermont)	0
parent(kevan_lannister, Z4)	parent(kevan_lannister, lewyn_martell)	0
parent(balon_greyjoy, Z11)	parent(balon_greyjoy, unknown_mother_sand_2)	0
parent(theon_greyjoy, Z3)	parent(theon_greyjoy, cersei_lannister)	0
parent(arya_stark, Z3)	parent(arya_stark, oberyn_martell)	0
parent(euron_greyjoy, Z3)	parent(euron_greyjoy, unknown_mother_targaryen)	0
parent(lyanna_stark, Z4)	parent(lyanna_stark, unknown_mother_sand_2)	0
ancestor(tommen_lannister, myrcella_lannister)	ancestor(X, Y) :- parent(X, Y)	0
parent(sansa_stark, Z2)	parent(sansa_stark, kevan_lannister)	0
parent(gendry, Z2)	parent(gendry, tytos_lannister)	0
ancestor(martyn_lannister, nymeria_sand)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(rickon_stark, Z3)	parent(rickon_stark, aerys_targaryen)	0
parent(myrcella_lannister, Z6)	parent(myrcella_lannister, olenna_tyrell)	0
parent(tywin_lannister, Z11)	parent(tywin_lannister, stannis_baratheon)	0
parent(jaime_lannister, Z2)	parent(jaime_lannister, unknown_mother_martell)	0
parent(rhaegar_targaryen, Z11)	parent(rhaegar_targaryen, unknown_mother_martell)	0
ancestor(obara_sand, X)	ancestor(X, Y) :- parent(X, Y)	0
parent(duncan_targaryen, Z8)	parent(duncan_targaryen, mace_tyrell)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, eddard_stark)	0
ancestor(four_unknown_martells, Y)	ancestor(X, Y) :- parent(X, Y)	0
parent(obara_sand, Z4)	parent(obara_sand, unknown_father_greyjoy)	0
parent(four_unknown_martells, Z3)	parent(four_unknown_martells, mellario_of_norvos)	0
parent(mace_tyrell, joanna_lannister)	parent(mace_tyrell, joanna_lannister)	0
parent(lancel_lannister, Z2)	parent(lancel_lannister, jaime_lannister)	0
parent(joffery_lannister, Z3)	parent(joffery_lannister, luthor_tyrell)	0
parent(myrcella_lannister, Z3)	parent(myrcella_lannister, mace_tyrell)	0
parent(X0, Y0)	parent(unknown_mother_sand_2, arya_stark)	0
parent(aeron_greyjoy, Z4)	parent(aeron_greyjoy, kevan_lannister)	0
parent(nymeria_sand, Z11)	parent(nymeria_sand, robert_baratheon)	0
parent(arya_stark, Z3)	parent(arya_stark, alerie_hightower)	0
parent(lyanna_stark, Z3)	parent(lyanna_stark, rhaegar_targaryen)	0
parent(aeron_greyjoy, Z4)	parent(aeron_greyjoy, eddard_stark)	0
parent(mace_tyrell, Z12)	parent(mace_tyrell, unknown_father_greyjoy)	0
parent(arya_stark, Z11)	parent(arya_stark, cersei_lannister)	0
ancestor(loras_tyrell, _EX1)	ancestor(X, Y) :- parent(X, Y)	0
parent(doran_martell, Z12)	parent(doran_martell, alannys_harlaw)	0
parent(jaime_lannister, Z6)	parent(jaime_lannister, aerys_targaryen)	0
parent(yara_greyjoy, Z11)	parent(yara_greyjoy, joanna_lannister)	0
parent(aerys_targaryen, Z6)	parent(aerys_targaryen, luthor_tyrell)	0
parent(four_unknown_martells, Z11)	parent(four_unknown_martells, joanna_lannister)	0
parent(joffery_lannister, Z12)	parent(joffery_lannister, balon_greyjoy)	0
parent(robert_baratheon, Z3)	parent(robert_baratheon, oberyn_martell)	0
parent(bran_stark, Z12)	parent(bran_stark, ellaria_sand)	0
parent(four_unknown_martells, Z4)	parent(four_unknown_martells, tywin_lannister)	0
parent(shireen_baratheon, Z3)	parent(shireen_baratheon, unknown_mother_martell)	0
parent(daeron_targaryen, Z3)	parent(daeron_targaryen, unknown_mother_martell)	0
parent(balon_greyjoy, Z11)	parent(balon_greyjoy, unknown_mother_sand_3)	0
parent(cersei_lannister, Z4)	parent(cersei_lannister, aerys_targaryen)	0
parent(willem_lannister, Z10)	parent(willem_lannister, unknown_mother_sand_2)	0
parent(daenerys_targaryen, Z12)	parent(daenerys_targaryen, unknown_mother_stark)	0
ancestor(tyene_sand, aeron_greyjoy)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(bran_stark, Z12)	parent(bran_stark, alerie_hightower)	0
ancestor(jon_snow, aegon_targaryen)	ancestor(X, Y) :- parent(X, Y)	0
parent(daenerys_targaryen, Z10)	parent(daenerys_targaryen, cersei_lannister)	0
parent(Y0, X0)	parent(mace_tyrell, willem_lannister)	0
parent(tommen_lannister, Z6)	parent(tommen_lannister, robert_baratheon)	0
ancestor(lancel_lannister, aegon_targaryen)	ancestor(X, Y) :- ancestor(Z, Y), parent(X, Z)	0
parent(viserys_targaryen, Z3)	parent(viserys_targaryen, balon_greyjoy)	0
parent(duncan_targaryen, Z8)	parent(duncan_targaryen, jaime_lannister)	0
parent(Z8, unknown_father_greyjoy)	parent(Z8, unknown_father_greyjoy)	0
parent(renly_baratheon, Z4)	parent(renly_baratheon, catelyn_stark)	0
ancestor(yara_greyjoy, brandon_stark)	ancestor(X, Y) :- parent(X, Y)	0
parent(myrcella_lannister, Z3)	parent(myrcella_lannister, lewyn_martell)	0
parent(lancel_lannister, Z8)	parent(lancel_lannister, kevan_lannister)	0
parent(renly_baratheon, Z4)	parent(renly_baratheon, lyanna_stark)	0
parent(arya_stark, Z3)	parent(arya_stark, cassana_estermont)	0
parent(tyrion_lannister, Z4)	parent(tyrion_lannister, elia_martell)	0
parent(lyanna_stark, Z2)	parent(lyanna_stark, oberyn_martell)	0
parent(benjen_stark, Z4)	parent(benjen_stark, unknown_mother_greyjoy)	0
parent(tyene_sand, Z4)	parent(tyene_sand, aegon_v_targaryen)	0
parent(maron_greyjoy, Z4)	parent(maron_greyjoy, eddard_stark)	0
parent(aegon_targaryen, Z12)	parent(aegon_targaryen, rickard_stark)	0
parent(yara_greyjoy, Z9)	parent(yara_greyjoy, balon_greyjoy)	0
parent(ella_martell, Z2)	parent(ella_martell, steffon_baratheon)	0
parent(rhaella_targaryen, Z3)	parent(rhaella_targaryen, elia_martell)	0
parent(brandon_stark, Z9)	parent(brandon_stark, rhaella_targaryen)	0
parent(obara_sand, Z3)	parent(obara_sand, cassana_estermont)	0
ancestor(oberyn_martell, _EX4)	ancestor(X, Y) :- parent(X, Y)	0
